movie_ID,keywords
1645,"sniper, rape, court, jurors, ku klux klan, mississippi river, forgiveness, blackmail, attempted murder, trial, murder, lawyer, capital punishment, gang rape, racism, courtroom, racial tension, racial issues, courtroom drama, legal drama, legal thriller, black community, avenging father, inspirational, attempted hanging, deep south racism"
1245708,"mannequin, decapitation, serial killer, church, blasphemy, murder investigation, miscegenation, cheating husband"
948713,"fight, kingdom, heir to the throne, battle for power, vikings (norsemen), crown, king, battle, death of king, invaders, northumbria, 10th century, heirs"
1115396,
536437,"hypnotism, missing daughter"
1636,"love of one's life, wish, sale of soul, pact with the devil, remake, demon"
4257,"haunted house, haunting, parody, alien life-form, riesen-ipod, crude humor, spoof, conflict, horror spoof, alien invasion, family, horror parody, dumb blonde"
510,"mentally disabled, friendship, based on novel or book, nurse, lunatic asylum, insane asylum, oregon, usa, hospital, medication, female villain, shock treatment, informative"
613504,"based on novel or book, love, teenage crush"
50270,"prostitute, based on novel or book, self sacrifice, rome, italy, italy, brothel, pimp, marriage, train, prostitution, suburb, softcore, erotic movie"
1038392,"supernatural, haunted house, sequel, spirit, paranormal investigation, ghost, demonic, the conjuring universe"
127585,"1970s, superhero, mutant, time travel, based on comic, superhuman, storm, political intrigue , extinction, beast, claws, aftercreditsstinger, duringcreditsstinger, changing the past or future, dramatic"
173185,
1091267,"curse, haunted, demon girl"
116776,"martial arts, assassin, emperor, tournament, anime, ressurection"
854,"dual identity, bank, superhero, mockery, transformation, villain, surrealism, based on comic, slapstick comedy, balloon, dog, urban setting, jail cell, wisecrack humor, super villain, norse mythology, supernatural power, the mask"
537996,"prostitute, native american, parody, anthology, bank robbery, stagecoach, cowboy, wagon train, singing cowboy, american west, the old west"
9399,"drug dealer, martial arts, street gang, sports, upper class, foreign legion, fistfight, foreign legionaire, revenge, class differences, underground fighting, street life, street fight, warrior, action hero"
1047041,anime
6844,"epic, egypt, israel, moses, ten commandments, christianity, slavery, miracle, bible, judaism, religion, ancient egypt, technicolor, old testament, pharaoh, passover, christian film, 13th century bc"
5925,"prison, epic, uniform, swastika, prisoner, based on novel or book, nazi, escape, optimism, freedom, machinegun, switzerland, shower, dystopia, baseball, world war ii, prisoner of war, claustrophobia, attempt to escape, barbed wire, based on true story, prison guard, prison escape, tragedy, solitary confinement, motorcycle, alps mountains, british officer, 1940s, luftwaffe, soldiers, ww2, nazis, wwii"
152,"spacecraft, man vs machine, artificial intelligence (a.i.), self sacrifice, teleportation, san francisco, california, starship, space opera, reunited friends, outer space, lighthearted, didactic, reminiscent, sentimental, hopeful, melodramatic, sympathetic"
331482,"new york city, sibling relationship, based on novel or book, massachusetts, affectation, coming of age, remake, period drama, american civil war, christmas, 19th century, sister sister relationship, female writer, clinical, sisters, dignified"
253,"new york city, london, england, sheriff, dual identity, based on novel or book, drug smuggling, bomb, england, secret mission, spy, boat, secret intelligence service, tarot cards, jamaica, drug trafficking, voodoo, tombstone, heroin, secret identity, crocodile, speedboat , aftercreditsstinger"
545609,"drug dealer, mercenary, crime boss, mumbai (bombay), india, rescue mission, based on comic, based on graphic novel, child kidnapping, dhaka (dacca), bangladesh"
46848,
10830,"based on novel or book, parent child relationship, difficult childhood, child prodigy, childhood trauma, telekinesis, school, teacher student relationship, schoolmarm, based on young adult novel"
265208,"gambling, bodyguard, remake, las vegas"
351286,"tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island"
1016767,blindness and impaired vision
1171462,"based on manga, historical, hokkaido, japan, ainu, 20th century"
246403,"canada, obsession, interview, deception, walrus, mysterious man, disfigurement, podcaster, abduction, turned into animal, sinister"
1003596,"superhero, based on comic, sequel, superhero team, marvel cinematic universe (mcu)"
593643,"psychopath, obsession, mass murder, restaurant, dark comedy, revenge, food, dinner, chef, food critic, remote island, french cuisine, culinary arts, fine dining, haute cuisine, direct"
207,"individual, friendship, philosophy, poetry, literature, professor, based on true story, coming of age, teacher, school play, vermont, schoolteacher, preparatory school, 1950s, inspirational, teenager, adoring"
2567,"ladykiller, pilot, biography, womanizer, phobia, aviation, u.s. congress, flying boat, test flight"
76492,"hotel, witch, vampire, romance, love, zombie, invisible person, duringcreditsstinger, nosferatu, protective father, magical creature, philosophical, father daughter relationship, joyful"
980083,"blasphemy, terrorist bombing, bomb threat, fighter pilots, action"
511987,"florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship"
101299,"rebellion, based on novel or book, propaganda, dystopia, games, uprising, sequel, president, survival, murder, conspiracy, female protagonist, tournament, survival competition, based on young adult novel"
427641,"monster, wolf, mutation, gorilla, giant monster, lizard, giant lizard, creature, based on video game, giant animal, mutant animal, kaiju, albino, giant, rat, genetic experiment, destroyed city, giant gorilla, animal monster"
16320,"spacecraft, martial arts, telepathy, dystopia, fugitive, space western, planet, cannibal, space opera, operative, ex soldier, firefly, browncoat"
77338,"friendship, male friendship, based on true story, masseuse, aristocrat, paragliding, interracial friendship, unlikely friendship, duringcreditsstinger, quadriplegic, quadriplegia, feel good, intouchables"
959429,"morocco, writer's block, writer, older woman younger man relationship"
1231828,
15400,"winter, anthology, time loop, snowing, woman director, christmas"
1115623,"martial arts, martial arts tournament, bloodsport, 80s throwback, training-montage"
264660,"android, dancing, friendship, man vs machine, distrust, artificial intelligence (a.i.), isolation, technology, manipulation, deception, norway, laboratory, robot, power outage, surveillance camera, consciousness, existentialism, lockdown, speculative, disturbed, philosophical, female cyborg, human android relationship, cautionary, suspenseful, critical, tense, audacious"
974576,"vatican, grave, religion, election, transsexual, catholic church, lgbt, catholicism, mysterious, cardinal, papal conclave, complex, serious, audacious, bold, complicated"
1279914,"joke, mountain, haunting, climbing, ghost, podcaster, myth, terror, podcast, basecamp"
11497,"new orleans, louisiana, heaven, dog, animals, german shepherd, second chance, pets"
11451,"car race, sports, victory, sequel, slapstick comedy, nascar, volkswagen beetle, woman director"
956964,"pedophilia, sexual abuse, based on true story, sodomy, teenage girl, based on memoir or autobiography, older man younger woman relationship, misogyny, macabre, historical drama, shocking, 1980s, sexual predator, consent, simulated sex, 2010s, french literature"
1729,"martial arts, based on novel or book, temple, legend, villainess, time travel, fistfight, shaolin, tempel, urination, east asian lead, staff, medieval, wuxia, warrior, action hero"
49046,"based on novel or book, world war i, tank, battle, period drama, german soldier, 1910s, aircraft, trench warfare, audacious"
1005331,"blackmail, flight, los angeles, california, christmas eve, suspenseful, tense, los angeles airport (lax), derogatory"
1032642,"based on novel or book, family issues, couch, furniture store"
2048,"chicago, illinois, future, man vs machine, hero, artificial intelligence (a.i.), based on novel or book, grandparent grandchild relationship, homicide, detective, dystopia, hologram, murder, robot as menace, car accident, robot, grandmother, humanity, robotics, humanoid robot, talking robot, self-driving car, homicide investigation, 2030s, robot companion, old robot, new robot, forceful"
640,"fbi, con man, biography, based on true story, con artist, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud, conman, suspenseful, fraudster"
317442,"martial arts, ninja, martial artist, shounen, anime"
82023,"hotel, sexuality, kiss, maid, single mother, blind man, caress, short film"
646389,"airplane, pilot, philippines, held hostage, plane crash, intense"
8392,"mother, sibling relationship, village, leave, rural area, hospital, new neighbor, new home, super power, magical creature, anime, wonder, admiring"
72105,"friendship, dreams, love, buddy, teddy bear, toy comes to life, wishes come true"
166666,"child abuse, rape, kidnapping, hostage, based on true story, survival, missing child, woman director, grooming, abduction"
1076487,"afghanistan, rescue mission, afghanistan war (2001-2021), taliban, u.s. navy seal, helicopter crash, war child, child in danger, missionaries"
602,"spacecraft, showdown, independence, patriotism, countdown, invasion, alien, ufo, extraterrestrial, creature, battle, alien invasion, world domination, area 51, human vs alien, good versus evil, suspenseful"
1209217,"detective, master thief, romance, sword fight, based on manga, samurai sword, anime, hokkaido, japan, lighthearted, romantic, amused"
578,"dying and death, beach, based on novel or book, bathing, shipwreck, fishing, atlantic ocean, shark attack, police chief, ferry boat, animal attack, long island, new york, dead child, creature, skinny dipping, shark, great white shark, dead dog, child killed by animal, fourth of july, severed leg, fishing boat, animal horror, shark cage"
1154598,
522402,"robot, journey, humanity, post-apocalyptic, straightforward"
10229,"high school, based on novel or book, theatre group, north carolina, romance, coming of age, cancer, tragic love, valentine's day, nostalgic, star crossed lovers, teen drama, sentimental, romantic, adoring, distressing, empathetic, hopeful"
153726,
906126,"rescue, friendship, based on novel or book, prayer, 1970s, based on true story, rugby, uruguay, struggle for survival, mountain climbing, andes mountains, historical drama, plane crash, cannibalism"
957119,"high school, based on novel or book, american football player"
1155281,"monster, based on novel or book, mythological beast, high fantasy, physical immortality, chinese mythology, god warrior"
801335,"imprisonment, based on true story, basement, controlling parent"
51828,"based on novel or book, comedian, love, author, writer, divorce, friends in love, woman director, missed opportunity"
252838,"male friendship, impersonator, wedding, lying, best man"
17578,"treasure, captain, riddle, morocco, belgium, treasure hunt, liquor, based on comic, sunken treasure, reporter, belgian, 1950s"
80788,"fencing, pink film"
1577,"rescue, martial arts, dystopia, mutant, conspiracy, evil corporation, zombie, based on video game, intense"
570670,"based on novel or book, pregnancy, architect, fake suicide, stalker, murder, domestic abuse, scientist, police detective, death, invisible person, mental hospital, angry, woman in peril, invisible man, frightened"
678512,"kidnapping, human trafficking, based on true story, child kidnapping, aggressive, zealous, lost children, children in danger, colombia, appreciative, awestruck"
1380755,
546554,"immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege, suspenseful"
297270,"fairy tale, fairy, tinkerbell"
11347,"virgin, based on novel or book, vampire, snake charmer, worm, human sacrifice, snake woman, archaeologist, folk horror, pagan cult, snake cult"
717930,"central intelligence agency (cia), undercover agent, behind enemy lines"
517764,
996154,"amsterdam, netherlands, one man army, crime"
75656,"new york city, paris, france, escape, magic, bank, fbi, vault, new orleans, louisiana, investigation, heist, money, conspiracy, las vegas, magician, excited"
945675,
44896,"hero, gunslinger, sheriff, nevada, mayor, pet, native american, water supply, outlaw, water shortage, spirit, mariachi, disillusionment, desert, construction, frontier town, small western town, animal life, animal protagonist, old west, high noon"
14161,"race against time, maya civilization, civilization, natural disaster, earthquake, end of the world, disaster, apocalypse, destruction, volcanic eruption, flood, disaster movie, ark, solar, anxious, 2010s, cautionary, dramatic"
1691,"bratislava, slovakia, prague, czech republic, castration, ladies' man, torture, torture porn, emasculation"
1314592,
641934,"coming out, friendship, female friendship, lgbt, woman director, reflective, lesbian, relaxed"
1304758,debut
884605,"friendship, older woman seduces younger guy, romantic comedy, summer, new york state, teen comedy, hometown, bankruptcy, craigslist, animal shelter, socially awkward, uber, late coming of age, nude swimming, graduation party, helicopter parenting"
197,"epic, england, scotland, loss of loved one, idealism, based on true story, medieval, war, romantic, melodramatic"
256040,"kingdom, medieval india, ancient india, bilingual"
579974,"rescue, revolution, liberation, slavery, male friendship, freedom fighter, british empire, interracial romance, historical fiction, period drama, historical, 1920s, history of india, killed in action, war"
9880,"princess, high school, based on novel or book, grandparent grandchild relationship, heir to the throne, royalty, social outcast, fictitious country, based on young adult novel"
460229,"softcore, erotic thriller"
976576,"based on novel or book, bangkok, thailand, remake, female protagonist, hong kong, expatriate, woman director, female sexuality, erotic, romantic drama"
799379,"prison, ship, pacific, extreme violence"
187,"dystopia, based on comic, anthology, held captive, based on graphic novel, mysterious killer, doing the right thing, silhouette, neo-noir"
76338,"superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place, antagonistic, bold"
71672,"motel, forest, west virginia, lesbian relationship, murder, snow, slasher, cannibal, survival horror, voyeur, snowed in, institution"
950387,"exploration, survival, based on video game, journey, fantasy"
46195,"rio de janeiro, pet, villain, carnival, parrot, musical, canary, jungle, samba, animals, duringcreditsstinger, pets, cartoon bird, brazil, smugglers"
449443,"police brutality, detective, fbi, assault rifle, deputy sheriff, investigation, strip club, donut, heist, shootout, los angeles, california, divorce, bank robbery, hostage situation, death, ex-marine, security, armored truck, ex military, aggressive, donut shop, bar, intense"
286687,"softcore, intimate, romantic"
784651,"helicopter, airplane, fighter pilot, helicopter pilot, kashmir conflict, behind enemy lines, jet fighter pilot, military, retaliation, armed conflict, kashmir, fighter pilots, india pakistan border, military aviation, military pilots, islamic terrorism, amused, indian air force, india pakistan conflict"
7555,"snake, fight, missionary, boat, river, pastor, border, mercenary, thailand, burma, sequel, hard, disturbed"
377,"dreams, nightmare, psychopath, sleep, child murder, supernatural, ohio, murder, slasher, trapped, alcoholic, boiler room, booby trap, nostalgic, disfigurement, medical test, nightmare becomes reality, caffeine, shocking, vexed, frantic, grim, desperate, anxious, supernatural horror, suspenseful, frightened, franchise starter, teen scream"
1495,"epic, blacksmith, muslim, crusade, jerusalem, catapult, swordsman, battlefield, knight, religion, order of the templars, epic battle, desert battle, knight templars, 12th century, saladin, suspicious, christian, dramatic, egotistical, ambiguous, antagonistic, audacious, authoritarian, complicated, derogatory, dubious, melodramatic, sword battle"
1150425,
335796,"supernatural, possession, prequel, spirit, aftercreditsstinger, 1960s"
10527,"dance, friendship, jealousy, airplane, africa, hunger, lion, zoo, hippopotamus, giraffe, chimp, penguin, cartoon, villain, volcano, zebra, sequel, slapstick comedy, madagascar, friends, shark, animals, duringcreditsstinger, lemur, talking animal, understated"
891699,"holiday, revenge, death of son, christmas, no dialogue"
800345,"central intelligence agency (cia), amnesia, double cross, agent, gun violence, virus, south korea, inter-korean relations, dark fiction, psychological manipulation"
1045931,"heist, comedy thriller, cabin crew"
11470,"future, space marine, new jersey, sadism, psychopath, cryogenics, woods, space, slaughter, serial killer, slasher, series of murders, scientist, supernatural horror"
168530,"police operation, family relationships, police officer, duringcreditsstinger"
400535,"rescue, central intelligence agency (cia), corruption, usa–mexico border, sequel, shootout, explosion, brutality, drugs, sign languages, cartel, neo-noir, mexican cartel"
1690,"sadism, amsterdam, netherlands, bathroom, brothel, paranoia, human trafficking, bratislava, slovakia, machete, gore, dominatrix, backpacker, iceland, europe, deception, blood bath, mercilessness, slasher, torture, prostitution, strangulation, business card, doberman, eye gouging, hostel, mugging, torture porn, elite club, slovakia, american horror, apathetic"
1192209,noah's ark
644124,"vampire, balkan war, based on comic, bonelli"
480530,"sports, rivalry, sequel, los angeles, california, boxing, dedicated, box ring, ukraine"
1052280,"cheating, relationship problems, body-swap, college friends, friends reunion, amused"
16780,"sadism, texas, leatherface, hitchhiker, cross dressing, chainsaw, torture, cannibal, skin, psychos"
626332,"biography, based on true story, janitor, mexican american, woman director"
11596,"fire, dreams, nightmare, sadism, kidnapping, psychopath, movie business, supernatural, earthquake, insomnia, mascot, ohio, celebrity, alternate dimension, murder, fame, hospital, slasher, hollywood, storytelling, self-referential, reboot, disfigurement, alternative reality, sleepwalking, nightmare becomes reality, supernatural horror"
79443,"holiday, christmas spirit, christmas"
339692,"prison, california, tattoo, murder, gun battle, undercover cop, gang, drugs, criminal, insecurity, prison riot, driving drunk, estranged father, gun runner, probation officer, manslaughter, probation, thriller"
1824,"amnesia, hawaii, romantic comedy, deception, womanizer, love, car accident, screwball comedy, short-term memory loss, true love, romantic, joyful"
262504,"based on novel or book, revolution, dystopia, sequel, based on young adult novel"
17431,"future, moon, artificial intelligence (a.i.), isolation, clone, dystopia, space, cloning, moon base, psychological thriller, lunar mission, corporate conspiracy, existential crisis"
1024721,"journalist, alien conspiracy, podcast"
228165,"sea, ocean, villain, sequel, computer animation, based on cartoon, pirate, superhero team, aftercreditsstinger, live action and animation, based on tv series, traditional animation"
9902,"life and death, loss of loved one, job interview, mountain, gore, forest, west virginia, slasher, hillbilly, cannibal, car wreck, survival horror, duringcreditsstinger, voyeur, inbreed, road, cannibalism"
495764,"police, pickpocket, chase, joker, psychopath, superhero, nightclub, gang leader, based on comic, breaking the fourth wall, betrayal, vigilante, mobster, organized crime, shootout, female protagonist, orphan, criminal, police officer, police detective, spin off, hyena, held at gunpoint, henchman, exploding body, death of family, crime family, female police officer, nightclub owner, crime lord, woman director, hand to hand combat, vigilantism, suspended cop, murder of family, dc extended universe (dceu), dumped by boyfriend, loss of family, supernatural power, female antihero, vigilantes, betrayal of trust, vigilante justice, jailbreak, suspended from job, grand, hilarious, amused, audacious"
1212073,excited
423502,softcore
16985,
61791,"san francisco, california, solidarity, gorilla, intelligence, dystopia, zoo, alzheimer's disease, death of father, cage, anthropomorphism, golden gate bridge, disease, ape, orangutan, chimpanzee, medical research, primate, duringcreditsstinger, sign languages, virus, animal testing, contagion, father son relationship, animal human friendship, cgi-live action hybrid, violence against animals, meddling neighbor, medical trials, amused, exhilarated"
10895,"rescue, sea, child abuse, based on novel or book, magic, whale, italy, donkey, lie, fairy, fox, villain, carnival, wish, puppet, nose, conscience, wish fulfillment, toy comes to life, animal cruelty, child slavery, pool, boy, pinocchio, cartoon donkey"
466282,"high school, based on novel or book, love letter, romance, first love, lost mother, woman director, sisterhood, pretend relationship, based on young adult novel, asian american"
1020969,"teddy bear, woman director, christmas"
2109,"martial arts, fbi, two man army, chinese mafia, los angeles, california, east asian lead, buddy cop, consul, crime lord, art treasures, child kidnapping, duringcreditsstinger, action hero"
872906,"revenge, vigilantism, political, admiring"
257354,"pornography, busty, softcore, policewoman, porn, adult"
176983,"pirate, fighting, super power, shounen, anime, adventure"
1025463,"future, sports, robot, disability"
11474,"new york city, street gang, gangster, disc jockey, gang war, coney island, survival, pursuit, gang member, new york subway, girl gang, warrior, violence, excited"
412092,softcore
114657,"revenge, vigilante, duel, road battle"
638507,"dragon, short film, adoring"
24,"martial arts, japan, kung fu, showdown, coma, sword, asia, yakuza, bride, sword fight, revenge, vigilante, female yakuza, animated scene, wedding, samurai sword, eye patch, retribution, somber, cruel, pessimistic, film in chapters"
406759,"moon, looting, space travel, flooding, lost civilisation, alien life-form, stepfather, disaster, alternate history, apocalypse, armageddon, astronaut, space shuttle, disaster movie, trapped in space, conspiracy theorist, moon falling"
1250,"dying and death, religion and supernatural, superhero, possession, devil's son, stunt, flame, stuntman, one-man show, based on comic, soul selling, fallen angel, motorcycle, devil, person on fire, demon, first love, news reporter, stunt riding, supernatural horror, tortured soul, lost souls, deal with the devil"
1291594,psychotic
126963,"god, bingo, based on manga, battle, destruction, anime, adventure"
105864,"friendship, tyrannosaurus rex, cartoon, villain, friends, alternate history, dinosaur, fear, storm, nature, journey"
13920,"mentally disabled, high school, friendship, sports, american football, 1970s, american football coach, biography, based on true story, inspiration, kindness, inspiring story, teenage daughter, disability, schoolteacher, mentor protégé relationship, racial issues, based on magazine, newspaper or article, father daughter relationship, uplifting"
1090323,"serial killer, college student, college friends, revenge slasher, stalked by a killer"
675445,"cartoon, dog, animals, kids"
2123,"schizophrenia, road trip, ex-cop, aftercreditsstinger, duringcreditsstinger, hilarious, ridiculous"
27578,"rescue, sniper, island, martial arts, tattoo, escape, mercenary, bridge, church, drugs, blade, duringcreditsstinger"
529203,"sequel, prehistory, aftercreditsstinger, duringcreditsstinger, candid, playful, joyous, admiring, adoring"
242582,"underground, psychopath, journalism, job interview, cynicism, sociopath, serial killer, crime scene, psychological thriller, los angeles, california, home invasion, stakeout, newsreel footage, character study, neo-noir, ethics, stringer, police scanner, news business, murders, tense, ghoulish"
253412,"himalaya mountain range, mountain, hiking, snowstorm, based on true story, climbing, snow, death, blizzard, mountain climbing, mount everest"
11622,"isolation, atomic bomb, bunker, shelter, lighthearted, blast from the past, adoring, amused, familiar"
466272,"movie business, male friendship, cult, based on true story, celebrity, fame, hollywood, los angeles, california, historical fiction, buddy, filmmaking, struggling actor, satanic cult, revisionist history, duringcreditsstinger, western filmmaking, manson family murders, 1960s, stunt double, old hollywood, playful, sharon tate, charles manson, suspenseful"
577922,"assassin, espionage, spy, time travel, mumbai (bombay), india, arms dealer, terrorism, terrorist attack, nuclear weapons, terrorist plot, backwards, alternate timeline, oslo, norway, time paradox, philosophical, kyiv (kiev), ukraine, complex, suspenseful, intense"
37724,"spy, secret agent, sociopath, mi6, killer, art gallery, british secret service, uzi, booby trap, impersonating a police officer, macao, komodo dragon"
24593,"pornography, interview, photo shoot, voyeur"
1738,"fortune teller, religion and supernatural, paranormal phenomena, time travel, time loop, terrorism, based on short story, duringcreditsstinger, vision of the future"
842942,"canada, detective, pregnancy, bank robber, based on true story, strip club, disguise, jewel heist, vancouver, escaped prisoner, ottawa, canada, prison escapee, childbirth, pembroke, canada, london, canada"
11442,"sibling relationship, innocence, sequel, serial killer, holiday horror, teen scream"
11528,"sports, baseball, tree house, dog, fourth of july, san fernando valley, fence, 1960s, mastiff, kids’ sports team"
250480,"dream sequence, short compilation, cartoon bear, playful, cartoon donkey, whimsical"
128,"friendship, human vs nature, wolf, fight, wild boar, territory, leprosy, feral child, decapitation, rural area, historical fiction, spirit, demon, nature, environmentalism, adult animation, deforestation, anime, industrialization, fantasy, adventure"
481084,"cartoon, black humor, family, addams family"
345,"new york city, prostitute, based on novel or book, sexual obsession, sacrifice, christmas party, eroticism, orgy, masked ball, marriage, secret society, cult, marijuana, conspiracy, consumerism, mansion, doctor, lust, drugs, disguise, illegal prostitution, sexual desire, ego, bribery, macabre, voyeurism, paranoid, male egos, sex party, marital crisis, relationships, costume shop, hooker, grand, provocative, absurd, dramatic, suspenseful, critical, tense, romantic, audacious, bold"
342470,"suicide, indiana, usa, based on novel or book, based on young adult novel"
337170,"central intelligence agency (cia), drug smuggling, money laundering, pilot, based on true story, drug cartel, illegal drugs, dea agent, 1980s, pablo escobar"
310,"new love, lovesickness, moon, street gang, moses, faith, prayer, christianity, journalism, car crash, god, religion, relationship, news reporter, female journalist, religious conflict, responsibility, praying, almighty"
28,"guerrilla warfare, epic, vietnam war, journalist, mission, vietnam, vietcong, central intelligence agency (cia), cambodia, army, drug abuse, based on novel or book, secret mission, insanity, surrealism, tribe, green beret, jungle, descent into madness, brutality, riverboat, military, anti war"
781732,"fistfight, shootout, held at gunpoint, machine gun, hand to hand combat, action hero, father son conflict, complex relationship"
1149913,amused
1369,"vietnam war, vietnam veteran, vietnam, helicopter, government, prisoner, chase, submachine gun, liberation of prisoners, photography, machinegun, prisoner of war, liberation, leech, us army, forest, sequel, revenge, torture, soldier, explosion, bow and arrow, exploding body, agent, russian army, electrical torture, denunciation"
16250,"based on novel or book, widow, marriage of convenience, wagon train, pioneer women, 19th century, father daughter relationship, stepmother stepdaughter relationship, christian faith, widower with daughter, 1800s, pregnant widow, frontier western"
454983,"based on novel or book, crush, los angeles, california, high school student, based on young adult novel"
8275,"virgin, adolescence, college, road trip, masturbation, sex comedy"
1122618,"regret, camping, hiking, coming of age, female protagonist, divorcee, campfire, lgbt, divorced father, woman director, father daughter relationship, independent film"
294254,"based on novel or book, escape, resistance, dystopia, maze, post-apocalyptic future, infection, on the run, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity, based on young adult novel"
4108,"martial arts, transporter, france, human trafficking, organized crime, police chase, gunfight, explosion, young woman, getaway driver, assassination attempt, rules, bmw, ex special forces, french police, french detective, nice france, precision, transport, no questions asked, french inspector, modified vehicle"
1196263,"possessed, priests, miracles"
1366,"underdog, philadelphia, pennsylvania, transporter, love of one's life, italian american, sports, fight, independence, publicity, boxer, training, lovers, world champion, victory, surprise, boxing, hopeful"
15356,"rape, suffering, pain, victim, controversy, sister, aunt, helplessness, torture, sadist, cruelty, humiliation, evil, abuse, 1950s"
802219,"london, england, jamaica, biography, rastafarian, reggae music, assassination attempt, weed, absurd, dramatic, romantic, bewildered, cliché, earnest"
110415,"new year's eve, rebellion, parent child relationship, winter, brothel, child labour, pregnancy, dystopia, allegory, post-apocalyptic future, bridge, hijacking of train, rifle, based on comic, dam, train, based on graphic novel, guilt, revolt, duplicity, tunnel, social class, population control, perpetual winter, city ruin, 2030s"
12429,"princess, fish, cliff, mermaid, anime, lighthearted, adventure, whimsical"
151960,"countryside, sports, competition, training, crop duster, anthropomorphism, fighter jet, around the world, personification, dedication"
39108,"martial arts, based on manga, martial artist, anime"
114168,
18405,"lake, rape, kidnapping, psychopath, sadistic, forest, dysfunctional family, remake, revenge, murder, swimmer, family, rape and revenge, sexual predator, brutal violence"
281338,"suicide, civil war, escape, winter, mutation, peace, solidarity, gorilla, intelligence, dystopia, horse, slavery, pacifism, imprisonment, colony, sequel, anthropomorphism, revenge, betrayal, mute, snow, torture, disease, ape, orangutan, death of family, death, evolution, chimpanzee, avalanche, albino, primate, sign languages, virus, underground tunnel, assassination attempt, enslavement, murder by gunshot, human becoming an animal, contagion, father son relationship, 2040s, guns, soldiers, avenging father, animal human friendship, war, cgi-live action hybrid, serious, violence against animals, post-apocalyptic, explosions, war horse, survival of the fittest, cruel"
1694,"experiment, insanity, overdose, black humor, mad scientist, decapitation, reanimation, laboratory, severed head, hospital, zombie, intestines, death, black cat, based on short story, dead cat, surgical operation, reanimated corpse, medical student, medical school"
217,"treasure, mexico city, mexico, saving the world, whip, leather jacket, riddle, maya civilization, peru, machinegun, treasure hunt, alien, nuclear explosion, refrigerator, archaeologist, adventurer, area 51, archeology, 1950s, father son relationship"
1576,"biological weapon, quarantine, amnesia, undercover, dystopia, mutant, hologram, flashback, conspiracy, zombie, special forces, based on video game"
345887,"drug dealer, martial arts, central intelligence agency (cia), rape, kidnapping, hostage, hurricane, sequel, revenge, murder, gang, massacre, aggressive, elite forces, vigilante justice, suspenseful, commanding, exhilarated, frightened"
25018,"sequel, leatherface, death"
244,"new york city, ship, exotic island, island, unsociability, screenplay, movie business, great depression, dinosaur, black and white, pre-code, sea voyage, damsel in distress, empire state building, giant ape, animal horror, great ape, king kong"
752623,duringcreditsstinger
799155,"artificial intelligence (a.i.), post-traumatic stress disorder (ptsd), delhi, india, prime minister, hostage-taking, parliament, super soldier, cyberpunk, soldier, erased memory, terrorist attack, genetic engineering, indian army, death of girlfriend, 2010s, mumbai, military sci-fi, islamic terrorism, 2020s"
1159559,"mask, sequel, murder, serial killer, slasher, whodunit, killing spree, self-referential, reboot, crime spree, murder mystery, masked villain, murder spree"
26338,"bondage, sexual frustration, sadism, pregnancy, unfaithfulness, boyfriend girlfriend relationship, woman director, female sexuality, erotic fantasy, intimacy, sexual encounter, dysfunctional relationship, sexual perversion"
9495,"martial arts, superhero, supernatural, halloween, crow, based on comic, revenge, arson, vigilante, tragic hero, back from the dead, sadist, detroit, michigan, gothic, urban setting, aggressive, neo-noir, urban gothic, supernatural power, vigilante justice, good versus evil, horror, bold, straightforward, tragic"
66075,
9487,"fight, circus, winter, ant-hill, ant, villain, invention, collector, anthropomorphism, grass, food, duringcreditsstinger, flea, bugs, grasshopper, complex, a bug's life"
635910,"ship, based on novel or book, sacrifice, vampire, supernatural, gothic horror, dracula, 1890s"
338958,"princess, magic, fairy tale, wish, musical, sequel"
836225,"prison, small town, mexico, exorcism, possession, possessed, exorcist, wonder"
1027073,"assassin, 1970s, village, ira (irish republican army), bombing, belfast, north ireland, violence"
346,"epic, martial arts, japan, samurai, sword, peasant, village, looting, rice, fencing, moral ambiguity, black and white, battle, bandit, practice, criterion, jidaigeki, 16th century, plunder, bushi"
1019420,"wish, ireland, playful, romantic, familiar"
744857,"farm, small town, shotgun, village, possession, gore, goat, demon, police officer, dog, ex-wife, evil, brother brother relationship, body horror"
11449,"halloween, haunted house, possession, long island, new york, paranormal, new home, exorcist, psychotronic, indian burial ground, newspaper article, pets, haunted, religious horror, antagonistic, frightened, horrified, moving into haunted house"
27022,"witch, mission, magic, mystic, castle, sorcerer's apprentice, sorcery, sorcerer, falling in love, based on movie, reflection, magic trick, wizard, aftercreditsstinger, magical creature, statue, college student, electric power, magician, magic book, live action remake, good versus evil, electricity, salem witch, magic ring, callback, raising the dead"
